filename,breed_name,folder,xmin,ymin,xmax,ymax,pose,truncated,difficult
n02085620_3681.jpg,chihuahua,n02085620-Chihuahua,128,26,406,442,Unspecified,0,0
n02085620_3742.jpg,chihuahua,n02085620-Chihuahua,72,24,538,408,Unspecified,0,0
n02085620_3763.jpg,chihuahua,n02085620-Chihuahua,6,0,131,131,Unspecified,0,0
n02085620_382.jpg,chihuahua,n02085620-Chihuahua,134,24,361,373,Unspecified,0,0
n02085620_3826.jpg,chihuahua,n02085620-Chihuahua,2,0,454,332,Unspecified,0,0
n02085620_3838.jpg,chihuahua,n02085620-Chihuahua,75,2,349,324,Unspecified,0,0
n02085620_3875.jpg,chihuahua,n02085620-Chihuahua,125,14,340,332,Unspecified,0,0
n02085620_3877.jpg,chihuahua,n02085620-Chihuahua,0,17,331,498,Unspecified,0,0
n02085620_3880.jpg,chihuahua,n02085620-Chihuahua,1,63,281,498,Unspecified,0,0
n02085620_3928.jpg,chihuahua,n02085620-Chihuahua,75,21,399,374,Unspecified,0,0
n02085620_3942.jpg,chihuahua,n02085620-Chihuahua,10,11,440,498,Unspecified,0,0
n02085620_3975.jpg,chihuahua,n02085620-Chihuahua,45,63,274,463,Unspecified,0,0
n02085620_4016.jpg,chihuahua,n02085620-Chihuahua,2,8,629,478,Unspecified,0,0
n02085620_4159.jpg,chihuahua,n02085620-Chihuahua,167,78,287,319,Unspecified,0,0
n02085620_4207.jpg,chihuahua,n02085620-Chihuahua,19,16,464,317,Unspecified,0,0
n02085620_4266.jpg,chihuahua,n02085620-Chihuahua,0,0,285,374,Unspecified,0,0
n02085620_4290.jpg,chihuahua,n02085620-Chihuahua,36,155,290,458,Unspecified,0,0
n02085620_431.jpg,chihuahua,n02085620-Chihuahua,180,113,387,360,Unspecified,0,0
n02085620_4441.jpg,chihuahua,n02085620-Chihuahua,107,110,296,401,Unspecified,0,0
n02085620_4515.jpg,chihuahua,n02085620-Chihuahua,94,127,222,327,Unspecified,0,0
n02085620_4572.jpg,chihuahua,n02085620-Chihuahua,67,137,222,380,Unspecified,0,0
n02085620_4602.jpg,chihuahua,n02085620-Chihuahua,1230,416,2541,2441,Unspecified,0,0
n02085620_4673.jpg,chihuahua,n02085620-Chihuahua,85,78,300,373,Unspecified,0,0
n02085620_4700.jpg,chihuahua,n02085620-Chihuahua,30,32,372,498,Unspecified,0,0
n02085620_473.jpg,chihuahua,n02085620-Chihuahua,173,4,383,242,Unspecified,0,0
n02085620_473.jpg,chihuahua,n02085620-Chihuahua,43,146,251,319,Unspecified,0,0
n02085620_477.jpg,chihuahua,n02085620-Chihuahua,209,6,452,284,Unspecified,0,0
n02085620_4814.jpg,chihuahua,n02085620-Chihuahua,25,19,221,238,Unspecified,0,0
n02085620_4875.jpg,chihuahua,n02085620-Chihuahua,17,3,494,457,Unspecified,0,0
n02085620_4919.jpg,chihuahua,n02085620-Chihuahua,10,22,180,205,Unspecified,0,0
n02085620_4951.jpg,chihuahua,n02085620-Chihuahua,65,27,441,349,Unspecified,0,0
n02085620_4980.jpg,chihuahua,n02085620-Chihuahua,153,93,323,205,Unspecified,0,0
n02085620_4998.jpg,chihuahua,n02085620-Chihuahua,129,124,323,374,Unspecified,0,0
n02085620_500.jpg,chihuahua,n02085620-Chihuahua,8,87,432,340,Unspecified,0,0
n02085620_5093.jpg,chihuahua,n02085620-Chihuahua,70,91,230,360,Unspecified,0,0
n02085620_5312.jpg,chihuahua,n02085620-Chihuahua,42,11,499,373,Unspecified,0,0
n02085620_5496.jpg,chihuahua,n02085620-Chihuahua,0,9,284,332,Unspecified,0,0
n02085620_5661.jpg,chihuahua,n02085620-Chihuahua,114,180,253,311,Unspecified,0,0
n02085620_5661.jpg,chihuahua,n02085620-Chihuahua,176,42,422,286,Unspecified,0,0
n02085620_5713.jpg,chihuahua,n02085620-Chihuahua,158,14,482,403,Unspecified,0,0
n02085620_574.jpg,chihuahua,n02085620-Chihuahua,61,65,433,374,Unspecified,0,0
n02085620_575.jpg,chihuahua,n02085620-Chihuahua,112,49,286,327,Unspecified,0,0
n02085620_575.jpg,chihuahua,n02085620-Chihuahua,249,51,384,339,Unspecified,0,0
n02085620_5771.jpg,chihuahua,n02085620-Chihuahua,124,234,252,371,Unspecified,0,0
n02085620_588.jpg,chihuahua,n02085620-Chihuahua,78,117,321,473,Unspecified,0,0
n02085620_5927.jpg,chihuahua,n02085620-Chihuahua,30,14,236,298,Unspecified,0,0
n02085620_6295.jpg,chihuahua,n02085620-Chihuahua,70,148,179,430,Unspecified,0,0
n02085620_6399.jpg,chihuahua,n02085620-Chihuahua,107,70,235,147,Unspecified,0,0
n02085620_6931.jpg,chihuahua,n02085620-Chihuahua,96,87,380,332,Unspecified,0,0
n02085620_7.jpg,chihuahua,n02085620-Chihuahua,71,1,192,180,Unspecified,0,0
n02085620_712.jpg,chihuahua,n02085620-Chihuahua,98,61,349,325,Unspecified,0,0
n02085620_7292.jpg,chihuahua,n02085620-Chihuahua,69,6,174,139,Unspecified,0,0
n02085620_730.jpg,chihuahua,n02085620-Chihuahua,177,134,347,367,Unspecified,0,0
n02085620_735.jpg,chihuahua,n02085620-Chihuahua,92,71,185,286,Unspecified,0,0
n02085620_7436.jpg,chihuahua,n02085620-Chihuahua,0,25,373,498,Unspecified,0,0
n02085620_7440.jpg,chihuahua,n02085620-Chihuahua,21,0,473,374,Unspecified,0,0
n02085620_7613.jpg,chihuahua,n02085620-Chihuahua,159,119,367,342,Unspecified,0,0
n02085620_7700.jpg,chihuahua,n02085620-Chihuahua,0,0,379,374,Unspecified,0,0
n02085620_7738.jpg,chihuahua,n02085620-Chihuahua,119,103,332,355,Unspecified,0,0
n02085620_806.jpg,chihuahua,n02085620-Chihuahua,189,288,464,483,Unspecified,0,0
n02085620_8420.jpg,chihuahua,n02085620-Chihuahua,53,68,312,249,Unspecified,0,0
n02085620_8491.jpg,chihuahua,n02085620-Chihuahua,17,17,386,342,Unspecified,0,0
n02085620_8558.jpg,chihuahua,n02085620-Chihuahua,49,35,171,154,Unspecified,0,0
n02085620_8578.jpg,chihuahua,n02085620-Chihuahua,62,35,336,323,Unspecified,0,0
n02085620_8585.jpg,chihuahua,n02085620-Chihuahua,125,9,321,267,Unspecified,0,0
n02085620_8611.jpg,chihuahua,n02085620-Chihuahua,105,12,254,266,Unspecified,0,0
n02085620_8636.jpg,chihuahua,n02085620-Chihuahua,45,130,204,262,Unspecified,0,0
n02085620_8637.jpg,chihuahua,n02085620-Chihuahua,143,46,457,301,Unspecified,0,0
n02085620_9351.jpg,chihuahua,n02085620-Chihuahua,139,12,359,327,Unspecified,0,0
n02085620_9357.jpg,chihuahua,n02085620-Chihuahua,63,90,418,248,Unspecified,0,0
n02085620_9399.jpg,chihuahua,n02085620-Chihuahua,149,74,286,249,Unspecified,0,0
n02085620_9414.jpg,chihuahua,n02085620-Chihuahua,42,0,343,281,Unspecified,0,0
n02085620_949.jpg,chihuahua,n02085620-Chihuahua,8,16,374,357,Unspecified,0,0
n02085620_952.jpg,chihuahua,n02085620-Chihuahua,107,29,370,498,Unspecified,0,0
n02085620_9654.jpg,chihuahua,n02085620-Chihuahua,0,36,420,498,Unspecified,0,0
n02085782_1039.jpg,japanese_spaniel,n02085782-Japanese_spaniel,1,1,374,374,Unspecified,0,0
n02085782_1058.jpg,japanese_spaniel,n02085782-Japanese_spaniel,82,53,169,127,Unspecified,0,0
n02085782_1059.jpg,japanese_spaniel,n02085782-Japanese_spaniel,142,8,361,410,Unspecified,0,0
n02085782_1077.jpg,japanese_spaniel,n02085782-Japanese_spaniel,27,36,505,316,Unspecified,0,0
n02085782_1085.jpg,japanese_spaniel,n02085782-Japanese_spaniel,10,2,247,323,Unspecified,0,0
n02085782_1143.jpg,japanese_spaniel,n02085782-Japanese_spaniel,30,3,211,210,Unspecified,0,0
n02085782_1156.jpg,japanese_spaniel,n02085782-Japanese_spaniel,92,55,423,355,Unspecified,0,0
n02085782_1191.jpg,japanese_spaniel,n02085782-Japanese_spaniel,133,52,304,297,Unspecified,0,0
n02085782_1224.jpg,japanese_spaniel,n02085782-Japanese_spaniel,33,28,171,185,Unspecified,0,0
n02085782_126.jpg,japanese_spaniel,n02085782-Japanese_spaniel,43,27,388,346,Unspecified,0,0
n02085782_1267.jpg,japanese_spaniel,n02085782-Japanese_spaniel,13,5,139,98,Unspecified,0,0
n02085782_1284.jpg,japanese_spaniel,n02085782-Japanese_spaniel,29,97,539,378,Unspecified,0,0
n02085782_1348.jpg,japanese_spaniel,n02085782-Japanese_spaniel,2,113,454,379,Unspecified,0,0
n02085782_1350.jpg,japanese_spaniel,n02085782-Japanese_spaniel,90,16,205,131,Unspecified,0,0
n02085782_1353.jpg,japanese_spaniel,n02085782-Japanese_spaniel,116,25,299,239,Unspecified,0,0
n02085782_1401.jpg,japanese_spaniel,n02085782-Japanese_spaniel,16,12,177,150,Unspecified,0,0
n02085782_1425.jpg,japanese_spaniel,n02085782-Japanese_spaniel,10,2,118,99,Unspecified,0,0
n02085782_143.jpg,japanese_spaniel,n02085782-Japanese_spaniel,0,6,249,268,Unspecified,0,0
n02085782_1434.jpg,japanese_spaniel,n02085782-Japanese_spaniel,7,24,290,319,Unspecified,0,0
n02085782_1460.jpg,japanese_spaniel,n02085782-Japanese_spaniel,94,31,305,351,Unspecified,0,0
n02085782_1503.jpg,japanese_spaniel,n02085782-Japanese_spaniel,26,22,185,287,Unspecified,0,0
n02085782_1521.jpg,japanese_spaniel,n02085782-Japanese_spaniel,2,3,189,169,Unspecified,0,0
n02085782_1528.jpg,japanese_spaniel,n02085782-Japanese_spaniel,55,13,274,270,Unspecified,0,0
n02085782_1552.jpg,japanese_spaniel,n02085782-Japanese_spaniel,0,8,155,229,Unspecified,0,0
n02085782_1600.jpg,japanese_spaniel,n02085782-Japanese_spaniel,0,90,294,434,Unspecified,0,0
n02085782_1600.jpg,japanese_spaniel,n02085782-Japanese_spaniel,65,5,494,385,Unspecified,0,0
n02085782_1610.jpg,japanese_spaniel,n02085782-Japanese_spaniel,10,11,248,188,Unspecified,0,0
n02085782_1626.jpg,japanese_spaniel,n02085782-Japanese_spaniel,24,17,542,481,Unspecified,0,0
n02085782_1656.jpg,japanese_spaniel,n02085782-Japanese_spaniel,7,5,220,154,Unspecified,0,0
n02085782_1665.jpg,japanese_spaniel,n02085782-Japanese_spaniel,116,24,182,94,Unspecified,0,0
n02085782_1691.jpg,japanese_spaniel,n02085782-Japanese_spaniel,24,114,202,268,Unspecified,0,0
n02085782_17.jpg,japanese_spaniel,n02085782-Japanese_spaniel,48,102,367,367,Unspecified,0,0
n02085782_172.jpg,japanese_spaniel,n02085782-Japanese_spaniel,19,22,199,143,Unspecified,0,0
n02085782_1724.jpg,japanese_spaniel,n02085782-Japanese_spaniel,56,22,499,374,Unspecified,0,0
n02085782_1731.jpg,japanese_spaniel,n02085782-Japanese_spaniel,23,0,598,435,Unspecified,0,0
n02085782_1750.jpg,japanese_spaniel,n02085782-Japanese_spaniel,91,55,483,346,Unspecified,0,0
n02085782_1764.jpg,japanese_spaniel,n02085782-Japanese_spaniel,29,30,370,289,Unspecified,0,0
n02085782_1774.jpg,japanese_spaniel,n02085782-Japanese_spaniel,0,28,141,149,Unspecified,0,0
n02085782_1778.jpg,japanese_spaniel,n02085782-Japanese_spaniel,30,103,392,379,Unspecified,0,0
n02085782_1782.jpg,japanese_spaniel,n02085782-Japanese_spaniel,1,5,292,257,Unspecified,0,0
n02085782_1836.jpg,japanese_spaniel,n02085782-Japanese_spaniel,192,40,625,597,Unspecified,0,0
n02085782_1848.jpg,japanese_spaniel,n02085782-Japanese_spaniel,68,1,598,448,Unspecified,0,0
n02085782_1855.jpg,japanese_spaniel,n02085782-Japanese_spaniel,47,17,362,401,Unspecified,0,0
n02085782_186.jpg,japanese_spaniel,n02085782-Japanese_spaniel,10,25,196,280,Unspecified,0,0
n02085782_1890.jpg,japanese_spaniel,n02085782-Japanese_spaniel,18,14,157,171,Unspecified,0,0
n02085782_191.jpg,japanese_spaniel,n02085782-Japanese_spaniel,34,15,276,225,Unspecified,0,0
n02085782_1929.jpg,japanese_spaniel,n02085782-Japanese_spaniel,71,2,192,223,Unspecified,0,0
n02085782_1949.jpg,japanese_spaniel,n02085782-Japanese_spaniel,15,30,253,223,Unspecified,0,0
n02085782_1964.jpg,japanese_spaniel,n02085782-Japanese_spaniel,4,33,561,545,Unspecified,0,0
n02085782_2.jpg,japanese_spaniel,n02085782-Japanese_spaniel,74,36,347,253,Unspecified,0,0
n02085782_2010.jpg,japanese_spaniel,n02085782-Japanese_spaniel,99,75,161,161,Unspecified,0,0
n02085782_2010.jpg,japanese_spaniel,n02085782-Japanese_spaniel,193,27,266,145,Unspecified,0,0
n02085782_2010.jpg,japanese_spaniel,n02085782-Japanese_spaniel,140,42,207,139,Unspecified,0,0
n02085782_2014.jpg,japanese_spaniel,n02085782-Japanese_spaniel,21,7,179,219,Unspecified,0,0
n02085782_2045.jpg,japanese_spaniel,n02085782-Japanese_spaniel,4,7,377,285,Unspecified,0,0
n02085782_2074.jpg,japanese_spaniel,n02085782-Japanese_spaniel,84,36,327,277,Unspecified,0,0
n02085782_2100.jpg,japanese_spaniel,n02085782-Japanese_spaniel,242,48,439,222,Unspecified,0,0
n02085782_2100.jpg,japanese_spaniel,n02085782-Japanese_spaniel,1,3,284,276,Unspecified,0,0
n02085782_2118.jpg,japanese_spaniel,n02085782-Japanese_spaniel,64,30,268,260,Unspecified,0,0
n02085782_2128.jpg,japanese_spaniel,n02085782-Japanese_spaniel,1,1,391,354,Unspecified,0,0
n02085782_2162.jpg,japanese_spaniel,n02085782-Japanese_spaniel,22,5,160,130,Unspecified,0,0
n02085782_2182.jpg,japanese_spaniel,n02085782-Japanese_spaniel,23,7,392,276,Unspecified,0,0
n02085782_2207.jpg,japanese_spaniel,n02085782-Japanese_spaniel,64,7,212,239,Unspecified,0,0
n02085782_2207.jpg,japanese_spaniel,n02085782-Japanese_spaniel,199,32,340,241,Unspecified,0,0
n02085782_2241.jpg,japanese_spaniel,n02085782-Japanese_spaniel,60,32,302,396,Unspecified,0,0
n02085782_2250.jpg,japanese_spaniel,n02085782-Japanese_spaniel,6,0,598,792,Unspecified,0,0
n02085782_2255.jpg,japanese_spaniel,n02085782-Japanese_spaniel,28,13,273,251,Unspecified,0,0
n02085782_2269.jpg,japanese_spaniel,n02085782-Japanese_spaniel,98,43,252,226,Unspecified,0,0
n02085782_2279.jpg,japanese_spaniel,n02085782-Japanese_spaniel,50,5,203,206,Unspecified,0,0
n02085782_2293.jpg,japanese_spaniel,n02085782-Japanese_spaniel,8,2,146,166,Unspecified,0,0
n02085782_23.jpg,japanese_spaniel,n02085782-Japanese_spaniel,73,24,255,255,Unspecified,0,0
n02085782_230.jpg,japanese_spaniel,n02085782-Japanese_spaniel,64,50,201,193,Unspecified,0,0
n02085782_2323.jpg,japanese_spaniel,n02085782-Japanese_spaniel,13,24,185,131,Unspecified,0,0
n02085782_2345.jpg,japanese_spaniel,n02085782-Japanese_spaniel,2,28,460,419,Unspecified,0,0
n02085782_2354.jpg,japanese_spaniel,n02085782-Japanese_spaniel,16,1,350,346,Unspecified,0,0
n02085782_2428.jpg,japanese_spaniel,n02085782-Japanese_spaniel,18,22,586,798,Unspecified,0,0
n02085782_2459.jpg,japanese_spaniel,n02085782-Japanese_spaniel,30,23,478,427,Unspecified,0,0
n02085782_2491.jpg,japanese_spaniel,n02085782-Japanese_spaniel,51,15,342,281,Unspecified,0,0
n02085782_2549.jpg,japanese_spaniel,n02085782-Japanese_spaniel,30,11,328,367,Unspecified,0,0
n02085782_2584.jpg,japanese_spaniel,n02085782-Japanese_spaniel,0,57,582,447,Unspecified,0,0
n02085782_2635.jpg,japanese_spaniel,n02085782-Japanese_spaniel,0,51,414,416,Unspecified,0,0
n02085782_2635.jpg,japanese_spaniel,n02085782-Japanese_spaniel,304,201,638,478,Unspecified,0,0
n02085782_2640.jpg,japanese_spaniel,n02085782-Japanese_spaniel,22,21,381,253,Unspecified,0,0
n02085782_2655.jpg,japanese_spaniel,n02085782-Japanese_spaniel,11,8,376,384,Unspecified,0,0
n02085782_267.jpg,japanese_spaniel,n02085782-Japanese_spaniel,65,65,384,344,Unspecified,0,0
n02085782_2690.jpg,japanese_spaniel,n02085782-Japanese_spaniel,9,4,524,393,Unspecified,0,0
n02085782_2695.jpg,japanese_spaniel,n02085782-Japanese_spaniel,153,52,303,215,Unspecified,0,0
n02085782_2695.jpg,japanese_spaniel,n02085782-Japanese_spaniel,39,33,158,187,Unspecified,0,0
n02085782_2715.jpg,japanese_spaniel,n02085782-Japanese_spaniel,62,77,432,539,Unspecified,0,0
n02085782_2762.jpg,japanese_spaniel,n02085782-Japanese_spaniel,58,67,307,298,Unspecified,0,0
n02085782_2796.jpg,japanese_spaniel,n02085782-Japanese_spaniel,6,10,375,384,Unspecified,0,0
n02085782_28.jpg,japanese_spaniel,n02085782-Japanese_spaniel,22,7,322,261,Unspecified,0,0
n02085782_2874.jpg,japanese_spaniel,n02085782-Japanese_spaniel,67,54,283,329,Unspecified,0,0
n02085782_2886.jpg,japanese_spaniel,n02085782-Japanese_spaniel,205,20,321,221,Unspecified,0,0
n02085782_2886.jpg,japanese_spaniel,n02085782-Japanese_spaniel,27,57,210,266,Unspecified,0,0
n02085782_2914.jpg,japanese_spaniel,n02085782-Japanese_spaniel,197,196,450,389,Unspecified,0,0
n02085782_2914.jpg,japanese_spaniel,n02085782-Japanese_spaniel,190,90,301,166,Unspecified,0,0
n02085782_2914.jpg,japanese_spaniel,n02085782-Japanese_spaniel,273,57,438,189,Unspecified,0,0
n02085782_2922.jpg,japanese_spaniel,n02085782-Japanese_spaniel,7,7,196,193,Unspecified,0,0
n02085782_2939.jpg,japanese_spaniel,n02085782-Japanese_spaniel,177,7,598,270,Unspecified,0,0
n02085782_2978.jpg,japanese_spaniel,n02085782-Japanese_spaniel,74,11,252,283,Unspecified,0,0
n02085782_3019.jpg,japanese_spaniel,n02085782-Japanese_spaniel,57,55,122,178,Unspecified,0,0
n02085782_3021.jpg,japanese_spaniel,n02085782-Japanese_spaniel,2,18,567,464,Unspecified,0,0
n02085782_3030.jpg,japanese_spaniel,n02085782-Japanese_spaniel,103,76,563,582,Unspecified,0,0
n02085782_3031.jpg,japanese_spaniel,n02085782-Japanese_spaniel,5,34,114,144,Unspecified,0,0
n02085782_3052.jpg,japanese_spaniel,n02085782-Japanese_spaniel,42,28,378,347,Unspecified,0,0
n02085782_3065.jpg,japanese_spaniel,n02085782-Japanese_spaniel,1,1,149,131,Unspecified,0,0
n02085782_3071.jpg,japanese_spaniel,n02085782-Japanese_spaniel,87,15,162,147,Unspecified,0,0
n02085782_3071.jpg,japanese_spaniel,n02085782-Japanese_spaniel,0,8,92,115,Unspecified,0,0
n02085782_309.jpg,japanese_spaniel,n02085782-Japanese_spaniel,23,7,199,184,Unspecified,0,0
n02085782_3098.jpg,japanese_spaniel,n02085782-Japanese_spaniel,146,16,332,280,Unspecified,0,0
n02085782_3121.jpg,japanese_spaniel,n02085782-Japanese_spaniel,13,12,279,302,Unspecified,0,0
n02085782_313.jpg,japanese_spaniel,n02085782-Japanese_spaniel,39,16,381,340,Unspecified,0,0
n02085782_3148.jpg,japanese_spaniel,n02085782-Japanese_spaniel,101,131,597,798,Unspecified,0,0
n02085782_3158.jpg,japanese_spaniel,n02085782-Japanese_spaniel,9,11,334,421,Unspecified,0,0
n02085782_3158.jpg,japanese_spaniel,n02085782-Japanese_spaniel,385,76,804,371,Unspecified,0,0
n02085782_3215.jpg,japanese_spaniel,n02085782-Japanese_spaniel,24,43,283,216,Unspecified,0,0
n02085782_3325.jpg,japanese_spaniel,n02085782-Japanese_spaniel,65,4,538,446,Unspecified,0,0
